keyword,date,naver_score
레트로무드,2016-11-01,0.05624
레트로무드,2016-12-01,0.04344
레트로무드,2017-01-01,0.04075
레트로무드,2017-02-01,0.04165
레트로무드,2017-03-01,0.04608
레트로무드,2017-04-01,0.03014
레트로무드,2017-05-01,0.02924
레트로무드,2017-06-01,0.02885
레트로무드,2017-07-01,0.0197
레트로무드,2017-08-01,0.20241
레트로무드,2017-09-01,0.13045
레트로무드,2017-10-01,0.84093
레트로무드,2017-11-01,0.95707
레트로무드,2017-12-01,0.80652
레트로무드,2018-01-01,0.78811
레트로무드,2018-02-01,0.27516
레트로무드,2018-03-01,0.18249
레트로무드,2018-04-01,0.15885
레트로무드,2018-05-01,0.21734
레트로무드,2018-06-01,0.19714
레트로무드,2018-07-01,0.25523
레트로무드,2018-08-01,0.2833
레트로무드,2018-09-01,0.33904
레트로무드,2018-10-01,0.28891
레트로무드,2018-11-01,0.1584
레트로무드,2018-12-01,0.17676
레트로무드,2019-01-01,0.12315
레트로무드,2019-02-01,0.06421
레트로무드,2019-03-01,0.05192
레트로무드,2019-04-01,0.03199
레트로무드,2019-05-01,0.03654
레트로무드,2019-06-01,0.03884
레트로무드,2019-07-01,0.0394
레트로무드,2019-08-01,0.03171
레트로무드,2019-09-01,0.0261
레트로무드,2019-10-01,0.03744
레트로무드,2019-11-01,0.04748
레트로무드,2019-12-01,0.04097
레트로무드,2020-01-01,0.03149
레트로무드,2020-02-01,0.03199
레트로무드,2020-03-01,0.02711
레트로무드,2020-04-01,0.02301
레트로무드,2020-05-01,0.01919
레트로무드,2020-06-01,0.01953
레트로무드,2020-07-01,0.01526
레트로무드,2020-08-01,0.01706
레트로무드,2020-09-01,0.01476
레트로무드,2020-10-01,0.01453
레트로무드,2020-11-01,0.01543
레트로무드,2020-12-01,0.01403
레트로무드,2021-01-01,0.01768
레트로무드,2021-02-01,0.00965
레트로무드,2021-03-01,0.01571
레트로무드,2021-04-01,0.0115
레트로무드,2021-05-01,0.00959
레트로무드,2021-06-01,0.00769
레트로무드,2021-07-01,0.00606
레트로무드,2021-08-01,0.00454
레트로무드,2021-09-01,0.0074
레트로무드,2021-10-01,0.00757
레트로무드,2021-11-01,0.00926
레트로무드,2021-12-01,0.00791
레트로무드,2022-01-01,0.0124
레트로무드,2022-02-01,0.01616
레트로무드,2022-03-01,0.00561
레트로무드,2022-04-01,0.006
레트로무드,2022-05-01,0.01616
레트로무드,2022-06-01,0.01319
레트로무드,2022-07-01,0.00785
레트로무드,2022-08-01,0.00482
레트로무드,2022-09-01,0.00566
레트로무드,2022-10-01,0.01038
레트로무드,2022-11-01,0.01577
레트로무드,2022-12-01,0.00544
레트로무드,2023-01-01,0.00662
레트로무드,2023-02-01,0.00701
레트로무드,2023-03-01,0.00836
레트로무드,2023-04-01,0.01246
레트로무드,2023-05-01,0.00976
레트로무드,2023-06-01,0.00595
레트로무드,2023-07-01,0.00471
레트로무드,2023-08-01,0.00471
레트로무드,2023-09-01,0.00746
레트로무드,2023-10-01,0.00482
레트로무드,2023-11-01,0.00415
레트로무드,2023-12-01,0.00493
레트로무드,2024-01-01,0.00269
레트로무드,2024-02-01,0.00376
레트로무드,2024-03-01,0.00398
레트로무드,2024-04-01,0.00656
레트로무드,2024-05-01,0.00892
레트로무드,2024-06-01,0.00617
레트로무드,2024-07-01,0.00538
레트로무드,2024-08-01,0.00645
레트로무드,2024-09-01,0.00443
레트로무드,2024-10-01,0.00364
레트로무드,2024-11-01,0.00286
레트로무드,2024-12-01,0.00218
레트로무드,2025-01-01,0.00258
레트로무드,2025-02-01,0.00409
레트로무드,2025-03-01,0.00583
레트로무드,2025-04-01,0.00342
레트로무드,2025-05-01,0.00679
레트로무드,2025-06-01,0.00634
레트로무드,2025-07-01,0.00465
레트로무드,2025-08-01,0.00089
레트로무드,2025-09-01,0.00336
레트로무드,2025-10-01,0.0037
레트로무드,2025-11-01,0.00157
레트로무드,2025-12-01,0.00061
숏폼콘텐츠,2018-09-01,0.00033
숏폼콘텐츠,2019-02-01,0.00028
숏폼콘텐츠,2019-03-01,0.00078
숏폼콘텐츠,2019-04-01,0.00145
숏폼콘텐츠,2019-05-01,0.00112
숏폼콘텐츠,2019-06-01,0.00039
숏폼콘텐츠,2019-07-01,0.00039
숏폼콘텐츠,2019-08-01,0.00033
숏폼콘텐츠,2019-09-01,0.00028
숏폼콘텐츠,2019-10-01,0.00061
숏폼콘텐츠,2019-11-01,0.00089
숏폼콘텐츠,2020-01-01,0.0028
숏폼콘텐츠,2020-02-01,0.02127
숏폼콘텐츠,2020-03-01,0.03339
숏폼콘텐츠,2020-04-01,0.06562
숏폼콘텐츠,2020-05-01,0.05237
숏폼콘텐츠,2020-06-01,0.05562
숏폼콘텐츠,2020-07-01,0.15223
숏폼콘텐츠,2020-08-01,0.05349
숏폼콘텐츠,2020-09-01,0.06068
숏폼콘텐츠,2020-10-01,0.06511
숏폼콘텐츠,2020-11-01,0.05574
숏폼콘텐츠,2020-12-01,0.04878
숏폼콘텐츠,2021-01-01,0.13825
숏폼콘텐츠,2021-02-01,0.0202
숏폼콘텐츠,2021-03-01,0.03789
숏폼콘텐츠,2021-04-01,0.06247
숏폼콘텐츠,2021-05-01,0.07359
숏폼콘텐츠,2021-06-01,0.06562
숏폼콘텐츠,2021-07-01,0.05579
숏폼콘텐츠,2021-08-01,0.0472
숏폼콘텐츠,2021-09-01,0.05293
숏폼콘텐츠,2021-10-01,0.08756
숏폼콘텐츠,2021-11-01,0.11883
숏폼콘텐츠,2021-12-01,0.18411
숏폼콘텐츠,2022-01-01,0.08094
숏폼콘텐츠,2022-02-01,0.03351
숏폼콘텐츠,2022-03-01,0.05877
숏폼콘텐츠,2022-04-01,0.10743
숏폼콘텐츠,2022-05-01,0.14347
숏폼콘텐츠,2022-06-01,0.12529
숏폼콘텐츠,2022-07-01,0.17508
숏폼콘텐츠,2022-08-01,0.14072
숏폼콘텐츠,2022-09-01,0.15324
숏폼콘텐츠,2022-10-01,0.12747
숏폼콘텐츠,2022-11-01,0.19444
숏폼콘텐츠,2022-12-01,0.12169
숏폼콘텐츠,2023-01-01,0.13758
숏폼콘텐츠,2023-02-01,0.10109
숏폼콘텐츠,2023-03-01,0.16334
숏폼콘텐츠,2023-04-01,0.1282
숏폼콘텐츠,2023-05-01,0.17216
숏폼콘텐츠,2023-06-01,0.12186
숏폼콘텐츠,2023-07-01,0.07965
숏폼콘텐츠,2023-08-01,0.04496
숏폼콘텐츠,2023-09-01,0.05119
숏폼콘텐츠,2023-10-01,0.08661
숏폼콘텐츠,2023-11-01,0.11013
숏폼콘텐츠,2023-12-01,0.06977
숏폼콘텐츠,2024-01-01,0.03794
숏폼콘텐츠,2024-02-01,0.01897
숏폼콘텐츠,2024-03-01,0.02778
숏폼콘텐츠,2024-04-01,0.04434
숏폼콘텐츠,2024-05-01,0.06068
숏폼콘텐츠,2024-06-01,0.03592
숏폼콘텐츠,2024-07-01,0.02862
숏폼콘텐츠,2024-08-01,0.01796
숏폼콘텐츠,2024-09-01,0.01425
숏폼콘텐츠,2024-10-01,0.02728
숏폼콘텐츠,2024-11-01,0.01897
숏폼콘텐츠,2024-12-01,0.01117
숏폼콘텐츠,2025-01-01,0.01156
숏폼콘텐츠,2025-02-01,0.01206
숏폼콘텐츠,2025-03-01,0.01779
숏폼콘텐츠,2025-04-01,0.01678
숏폼콘텐츠,2025-05-01,0.01526
숏폼콘텐츠,2025-06-01,0.01139
숏폼콘텐츠,2025-07-01,0.00774
숏폼콘텐츠,2025-08-01,0.00595
숏폼콘텐츠,2025-09-01,0.0055
숏폼콘텐츠,2025-10-01,0.00353
숏폼콘텐츠,2025-11-01,0.00421
숏폼콘텐츠,2025-12-01,0.00297
AI아트,2017-11-01,0.00028
AI아트,2019-03-01,0.00039
AI아트,2019-10-01,0.00101
AI아트,2019-11-01,0.00056
AI아트,2019-12-01,0.00033
AI아트,2020-01-01,0.00028
AI아트,2020-04-01,0.00028
AI아트,2020-05-01,0.00039
AI아트,2020-06-01,0.00028
AI아트,2020-07-01,0.00056
AI아트,2020-09-01,0.00084
AI아트,2020-10-01,0.00112
AI아트,2020-11-01,0.00033
AI아트,2020-12-01,0.00028
AI아트,2021-04-01,0.00028
AI아트,2021-05-01,0.00039
AI아트,2021-08-01,0.00028
AI아트,2021-10-01,0.00089
AI아트,2021-12-01,0.00061
AI아트,2022-01-01,0.00044
AI아트,2022-03-01,0.00028
AI아트,2022-04-01,0.00061
AI아트,2022-05-01,0.00028
AI아트,2022-06-01,0.00106
AI아트,2022-08-01,0.00067
AI아트,2022-09-01,0.00157
AI아트,2022-10-01,0.00673
AI아트,2022-11-01,0.00269
AI아트,2022-12-01,0.00634
AI아트,2023-01-01,0.00813
AI아트,2023-02-01,0.01223
AI아트,2023-03-01,0.01319
AI아트,2023-04-01,0.01818
AI아트,2023-05-01,0.01493
AI아트,2023-06-01,0.0092
AI아트,2023-07-01,0.01072
AI아트,2023-08-01,0.01302
AI아트,2023-09-01,0.01021
AI아트,2023-10-01,0.00914
AI아트,2023-11-01,0.0069
AI아트,2023-12-01,0.00623
AI아트,2024-01-01,0.00971
AI아트,2024-02-01,0.00931
AI아트,2024-03-01,0.011
AI아트,2024-04-01,0.01122
AI아트,2024-05-01,0.00881
AI아트,2024-06-01,0.00634
AI아트,2024-07-01,0.01268
AI아트,2024-08-01,0.01105
AI아트,2024-09-01,0.0092
AI아트,2024-10-01,0.01223
AI아트,2024-11-01,0.01313
AI아트,2024-12-01,0.00914
AI아트,2025-01-01,0.00353
AI아트,2025-02-01,0.00847
AI아트,2025-03-01,0.01509
AI아트,2025-04-01,0.00881
AI아트,2025-05-01,0.00359
AI아트,2025-06-01,0.00387
AI아트,2025-07-01,0.00235
AI아트,2025-08-01,0.0019
AI아트,2025-09-01,0.006
AI아트,2025-10-01,0.006
AI아트,2025-11-01,0.00527
AI아트,2025-12-01,0.00145
